"title";"clients";"contexte";"demande";"proposition";"secteurs";"thematiques";"formats";"realisateur";"recompenses";"video";"header";"miniature_1";"miniature_2";"miniature_3"
"A89 - Autoroute des territoires - VINCI";"Vinci";"Raconter l'histoire de l'A89 : de l'opposition à l'adhésion. Une autoroute qui ne fait pas l'unanimité, loin de là, et qui finalement rapproche les contraires pour construire un ouvrage dans les règles de l'art, proche de la nature, proche des territoires, proche des riverains... pour développer ces territoires volontaires.";"L'A89 est une autoroute pas comme les autres, une autoroute qui ne prend pas sa source à Paris, une autoroute avec des paysages splendides, avec une faune et une flore exceptionnelles, avec des riverains pleins de saveurs, sa construction est à la hauteur de cette identité. Le film met en valeur cette identité forte et son histoire.";"Film projeté la 1ère fois lors de l'inauguration de l'A89 devant l'ensemble des parties prenantes de cet ouvrage exceptionnel. Un film reconnu pour sa saveur, son franc parler, et pour le récit d'une aventure humaine, celle de vraies rencontres,";"Industrie";"Pédagogie";"documentaire";"Cédric Havenith ";;"https://player.vimeo.com/video/58712415";"26_VINCI-A89/vinci-header.png";"26_VINCI-A89/vinci-miniat.png";"26_VINCI-A89/miniat2.png";"26_VINCI-A89/miniat3.png"
